method,nominal_hz,time_rel_s,time_s,x_m,y_m
method2,5.0,143.5,612.3317,3.38377665768241,0.1555473599283215
method2,5.0,143.6,612.4317,3.3877147899674815,0.15951210491984813
method2,5.0,143.7,612.5317,3.3916374413129153,0.1634930092085385
method2,5.0,143.8,612.6317,3.39556009265835,0.16747391349723
method2,5.0,143.9,612.7317,3.399467196793606,0.17147091666471914
method2,5.0,144.0,612.8317,3.403374300928862,0.17546791983220827
method2,5.0,144.1,612.9317,3.407265791819061,0.17948096118848464
method2,5.0,144.2,613.0317,3.41115728270926,0.183494002544761
method2,5.0,144.3,613.1317,3.4150330945563203,0.18752302112909802
method2,5.0,144.4,613.2317,3.418908906403379,0.19155203971343387
method2,5.0,144.5,613.3317,3.42276897364713,0.1955969742953015
method2,5.0,144.6,613.4317,3.426629040890881,0.19964190887716918
method2,5.0,144.7,613.5317,3.430473298210135,0.203702697957164
method2,5.0,144.8,613.6317,3.43431755552939,0.20776348703716
method2,5.0,144.9,613.7317,3.438145937843091,0.21184006884794865
method2,5.0,145.0,613.8317,3.4419743201567923,0.21591665065873733
method2,5.0,145.1,613.9317,3.445786762625086,0.22000896316597815
method2,5.0,145.2,614.0317,3.44959920509338,0.224101275673219
method2,5.0,145.3,614.1317,3.453395643118715,0.2282092565765165
method2,5.0,145.4,614.2317,3.4571920811440493,0.23231723747981284
method2,5.0,145.5,614.3317,3.460972450372255,0.2364408242136535
method2,5.0,145.6,614.4317,3.464752819600461,0.24056441094749417
method2,5.0,145.7,614.5317,3.468517055921865,0.24470354068220102
method2,5.0,145.8,614.6317,3.47228129224327,0.248842670416909
method2,5.0,145.9,614.7317,3.4760293317937663,0.2529972800596037
method2,5.0,146.0,614.8317,3.4797773713442623,0.2571518897022984
method2,5.0,146.1,614.9317,3.483509150506361,0.2613219158978432
method2,5.0,146.2,615.0317,3.48724092966846,0.265491942093388
method2,5.0,146.3,615.1317,3.49095638507243,0.269677321225368
method2,5.0,146.4,615.2317,3.494671840476399,0.27386270035734683
method2,5.0,146.5,615.3317,3.4983709090012747,0.27806336854903
method2,5.0,146.6,615.4317,3.502069977526151,0.2822640367407132
method2,5.0,146.7,615.5317,3.50575259630084,0.286479929856017
method2,5.0,146.8,615.6317,3.50943521507553,0.290695822971322
method2,5.0,146.9,615.7317,3.513101321479871,0.2949268766158057
method2,5.0,147.0,615.8317,3.5167674278842123,0.29915793026028936
method2,5.0,147.1,615.9317,3.520416959550026,0.3034040797821142
method2,5.0,147.2,616.0317,3.52406649121584,0.307650229303939
method2,5.0,147.3,616.1317,3.52769938602799,0.31191140979487797
method2,5.0,147.4,616.2317,3.531332280840139,0.3161725902858158
method2,5.0,147.5,616.3317,3.5349484769375947,0.3204487365822285
method2,5.0,147.6,616.4317,3.538564673035051,0.3247248828786412
method2,5.0,147.7,616.5317,3.542164108811925,0.329015929562464
method2,5.0,147.8,616.6317,3.5457635445888,0.333306976246288
method2,5.0,147.9,616.7317,3.549346158695406,0.33761285764605026
method2,5.0,148.0,616.8317,3.5529287728020122,0.34191873904581244
method2,5.0,148.1,616.9317,3.556494504145886,0.3462393892376202
method2,5.0,148.2,617.0317,3.56006023548976,0.350560039429428
method2,5.0,148.3,617.1317,3.5636090232367303,0.3548953922379905
method2,5.0,148.4,617.2317,3.567157810983699,0.3592307450465518
method2,5.0,148.5,617.3317,3.57068959455888,0.3635807340461745
method2,5.0,148.6,617.4317,3.574221378134061,0.3679307230457972
method2,5.0,148.7,617.5317,3.577736097222925,0.3722952815614085
method2,5.0,148.8,617.6317,3.58125081631179,0.376659840077021
method2,5.0,148.9,617.7317,3.584748410861156,0.38103890118519174
method2,5.0,149.0,617.8317,3.5882460054105216,0.3854179622933625
method2,5.0,149.1,617.9317,3.591726415629601,0.38981145882332374
method2,5.0,149.2,618.0317,3.59520682584868,0.394204955353285
method2,5.0,149.3,618.1317,3.59866999221009,0.398612819887966
method2,5.0,149.4,618.2317,3.6021331585714993,0.4030206844226457
method2,5.0,149.5,618.3317,3.605579021812275,0.4074428492997005
method2,5.0,149.6,618.4317,3.609024885053051,0.41186501417675525
method2,5.0,149.7,618.5317,3.6124533861756403,0.4163014114895925
method2,5.0,149.8,618.6317,3.61588188729823,0.420737808802431
method2,5.0,149.9,618.7317,3.619292967571536,0.42518837040127727
method2,5.0,150.0,618.8317,3.6227040478448416,0.42963893200012354
method2,5.0,150.1,618.9317,3.626097648805176,0.43410358949303723
method2,5.0,150.2,619.0317,3.62949124976551,0.438568246985951
method2,5.0,150.3,619.1317,3.632867313217635,0.443046931739903
method2,5.0,150.4,619.2317,3.6362433766697593,0.44752561649385375
method2,5.0,150.5,619.3317,3.6396018446878653,0.4520182596357575
method2,5.0,150.6,619.4317,3.642960312705971,0.45651090277766126
method2,5.0,150.7,619.5317,3.64630112763464,0.46101743519543803
method2,5.0,150.8,619.6317,3.64964194256331,0.465523967613216
method2,5.0,150.9,619.7317,3.652965047018556,0.4700443199568633
method2,5.0,151.0,619.8317,3.656288151473802,0.4745646723005105
method2,5.0,151.1,619.9317,3.6595934883439862,0.4790987749831533
method2,5.0,151.2,620.0317,3.66289882521417,0.483632877665796
method2,5.0,151.3,620.1317,3.66618633766104,0.4881806608647705
method2,5.0,151.4,620.2317,3.669473850107909,0.4927284440637437
method2,5.0,151.5,620.3317,3.67274348156753,0.49728983772166346
method2,5.0,151.6,620.4317,3.676013113027151,0.5018512313795833
method2,5.0,151.7,620.5317,3.679264807210885,0.5064261652054115
method2,5.0,151.8,620.6317,3.68251650139462,0.511001099031241
method2,5.0,151.9,620.7317,3.685750202290101,0.5155895025013908
method2,5.0,152.0,620.8317,3.688983903185582,0.5201779059715407
method2,5.0,152.1,620.9317,3.692199555057651,0.5247797083309338
method2,5.0,152.2,621.0317,3.69541520692972,0.529381510690327
method2,5.0,152.3,621.1317,3.6986127543214202,0.533996640953512
method2,5.0,152.4,621.2317,3.701810301713119,0.5386117712166957
method2,5.0,152.5,621.3317,3.7049896894465997,0.5432401581689195
method2,5.0,152.6,621.4317,3.708169077180081,0.5478685451211434
method2,5.0,152.7,621.5317,3.71133025035759,0.5525101173194555
method2,5.0,152.8,621.6317,3.7144914235351,0.557151689517769
method2,5.0,152.9,621.7317,3.717634327539896,0.5618063752921303
method2,5.0,153.0,621.8317,3.720777231544692,0.5664610610664916
method2,5.0,153.1,621.9317,3.723901812041981,0.5711287885208662
method2,5.0,153.2,622.0317,3.72702639253927,0.575796515975241
method2,5.0,153.3,622.1317,3.730132595477175,0.580477212988717
method2,5.0,153.4,622.2317,3.733238798415079,0.5851579100021916
method2,5.0,153.5,622.3317,3.736326570025525,0.58985150423009
method2,5.0,153.6,622.4317,3.739414341635971,0.5945450984579883
method2,5.0,153.7,622.5317,3.7424836284356404,0.599251517332972
method2,5.0,153.8,622.6317,3.74555291523531,0.603957936207957
method2,5.0,153.9,622.7317,3.7486036640265508,0.6086771069411694
method2,5.0,154.0,622.8317,3.7516544128177918,0.6133962776743817
method2,5.0,154.1,622.9317,3.7546865706895356,0.6181281272565469
method2,5.0,154.2,623.0317,3.75771872856128,0.622859976838712
method2,5.0,154.3,623.1317,3.76073224288997,0.6276044320412905
method2,5.0,154.4,623.2317,3.763745757218659,0.6323488872438676
method2,5.0,154.5,623.3317,3.76674057566912,0.637105874620164
method2,5.0,154.6,623.4317,3.769735394119581,0.6418628619964604
method2,5.0,154.7,623.5317,3.77271146464597,0.6466323078827705
method2,5.0,154.8,623.6317,3.77568753517236,0.651401753769082
method2,5.0,154.9,623.7317,3.778644806019026,0.6561835842858359
method2,5.0,155.0,623.8317,3.781602076865692,0.6609654148025897
method2,5.0,155.1,623.9317,3.7845404965680958,0.6657595558554829
method2,5.0,155.2,624.0317,3.7874789162705,0.670553696908376
method2,5.0,155.3,624.1317,3.79039843365608,0.6753600741895295
method2,5.0,155.4,624.2317,3.7933179510416593,0.6801664514706817
method2,5.0,155.5,624.3317,3.796218515230745,0.6849849904597856
method2,5.0,155.6,624.4317,3.799119079419831,0.6898035294488893
method2,5.0,155.7,624.5317,3.802000639826505,0.69463415541435
method2,5.0,155.8,624.6317,3.80488220023318,0.699464781379812
method2,5.0,155.9,624.7317,3.8077447065661607,0.7043074193799309
method2,5.0,156.0,624.8317,3.810607212899142,0.7091500573800498
method2,5.0,156.1,624.9317,3.813450615162641,0.7140046322641579
method2,5.0,156.2,625.0317,3.81629401742614,0.718859207148266
method2,5.0,156.3,625.1317,3.819118265920765,0.7237256435579156
method2,5.0,156.4,625.2317,3.821942514415389,0.7285920799675637
method2,5.0,156.5,625.3317,3.824747559738955,0.7334703023376761
method2,5.0,156.6,625.4317,3.827552605062521,0.7383485247077884
method2,5.0,156.7,625.5317,3.830338398110955,0.743238457267835
method2,5.0,156.8,625.6317,3.83312419115939,0.748128389827883
method2,5.0,156.9,625.7317,3.8358906831275608,0.7530299566030654
method2,5.0,157.0,625.8317,3.8386571750957317,0.7579315233782478
method2,5.0,157.1,625.9317,3.841404317478301,0.7628446481906664
method2,5.0,157.2,626.0317,3.84415145986087,0.767757773003085
method2,5.0,157.3,626.1317,3.84687920445314,0.7726823794729315
method2,5.0,157.4,626.2317,3.849606949045409,0.7776069859427766
method2,5.0,157.5,626.3317,3.852315247944155,0.7825429974895195
method2,5.0,157.6,626.4317,3.855023546842901,0.7874790090362624
method2,5.0,157.7,626.5317,3.8577123524472148,0.792426348879823
method2,5.0,157.8,626.6317,3.86040115805153,0.797373688723385
method2,5.0,157.9,626.7317,3.863070423063651,0.8023322798853574
method2,5.0,158.0,626.8317,3.8657396880757715,0.8072908710473298
method2,5.0,158.1,626.9317,3.868389365501896,0.8122606363521464
method2,5.0,158.2,627.0317,3.87103904292802,0.817230401656963
method2,5.0,158.3,627.1317,3.87366908607914,0.822211263733124
method2,5.0,158.4,627.2317,3.8762991292302593,0.8271921258092836
method2,5.0,158.5,627.3317,3.878909491722965,0.8321840070905395
method2,5.0,158.6,627.4317,3.881519854215671,0.8371758883717955
method2,5.0,158.7,627.5317,3.8841104899729704,0.842178711098361
method2,5.0,158.8,627.6317,3.88670112573027,0.847181533824928
method2,5.0,158.9,627.7317,3.889271988982401,0.8521952200446984
method2,5.0,159.0,627.8317,3.8918428522345314,0.8572089062644689
method2,5.0,159.1,627.9317,3.894393897519736,0.8622333778342229
method2,5.0,159.2,628.0317,3.89694494280494,0.867257849403977
method2,5.0,159.3,628.1317,3.89947612497029,0.8722930279906035
method2,5.0,159.4,628.2317,3.902007307135639,0.8773282065772285
method2,5.0,159.5,628.3317,3.904518581337825,0.8823740136589435
method2,5.0,159.6,628.4317,3.907029855540011,0.8874198207406584
method2,5.0,159.7,628.5317,3.9095211772461003,0.8924761776082204
method2,5.0,159.8,628.6317,3.91201249895219,0.897532534475784
method2,5.0,159.9,628.7317,3.914483823940446,0.9025993622337414
method2,5.0,160.0,628.8317,3.916955148928701,0.9076661899916989
method2,5.0,160.1,628.9317,3.9194064332893457,0.9127434095595924
method2,5.0,160.2,629.0317,3.92185771764999,0.917820629127486
method2,5.0,160.3,629.1317,3.9242889177859652,0.922908161241112
method2,5.0,160.4,629.2317,3.9267201179219393,0.9279956933547365
method2,5.0,160.5,629.3317,3.929131190549695,0.9330934585673605
method2,5.0,160.6,629.4317,3.931542263177451,0.9381912237799844
method2,5.0,160.7,629.5317,3.933933165327685,0.9432991424635875
method2,5.0,160.8,629.6317,3.93632406747792,0.948407061147192
method2,5.0,160.9,629.7317,3.9386947564963557,0.953525053493723
method2,5.0,161.0,629.8317,3.9410654455147913,0.9586430458402538
method2,5.0,161.1,629.9317,3.943415879062926,0.963771031862862
method2,5.0,161.2,630.0317,3.94576631261106,0.96889901788547
method2,5.0,161.3,630.1317,3.9480964486669,0.974036917419764
method2,5.0,161.4,630.2317,3.9504265847227398,0.9791748169540565
method2,5.0,161.5,630.3317,3.9527363815815653,0.9843225496593555
method2,5.0,161.6,630.4317,3.9550461784403903,0.9894702823646544
method2,5.0,161.7,630.5317,3.9573355947154703,0.9946277677252324
method2,5.0,161.8,630.6317,3.95962501099055,0.999785253085812
method2,5.0,161.9,630.7317,3.961894005613886,1.0049524104121825
method2,5.0,162.0,630.8317,3.9641630002372215,1.0101195677385528
method2,5.0,162.1,630.9317,3.9664115324602855,1.0152963161686914
method2,5.0,162.2,631.0317,3.96866006468335,1.02047306459883
method2,5.0,162.3,631.1317,3.970888094077795,1.025659323099485
method2,5.0,162.4,631.2317,3.9731161234722396,1.0308455816001385
method2,5.0,162.5,631.3317,3.975323609930615,1.03604126896806
method2,5.0,162.6,631.4317,3.9775310963889905,1.0412369563359816
method2,5.0,162.7,631.5317,3.979718000125465,1.04644199119921
method2,5.0,162.8,631.6317,3.98190490386194,1.05164702606244
method2,5.0,162.9,631.7317,3.9840711854130055,1.0568613268815865
method2,5.0,163.0,631.8317,3.9862374669640714,1.0620756277007328
method2,5.0,163.1,631.9317,3.9883830871892405,1.0672991127702365
method2,5.0,163.2,632.0317,3.99052870741441,1.07252259783974
method2,5.0,163.3,632.1317,3.9926536274969298,1.0777551852891598
method2,5.0,163.4,632.2317,3.9947785475794495,1.0829877727385784
method2,5.0,163.5,632.3317,3.996882729026975,1.0882293805338898
method2,5.0,163.6,632.4317,3.9989869104745006,1.0934709883292015
method2,5.0,163.7,632.5317,4.0010703151197955,1.098721534274035
method2,5.0,163.8,632.6317,4.00315371976509,1.10397208021887
method2,5.0,163.9,632.7317,4.0052163097667055,1.1092314819558664
method2,5.0,164.0,632.8317,4.007278899768321,1.1144908836928629
method2,5.0,164.1,632.9317,4.00932063761127,1.1197590587049016
method2,5.0,164.2,633.0317,4.01136237545422,1.12502723371694
method2,5.0,164.3,633.1317,4.01338322395066,1.130304099328475
method2,5.0,164.4,633.2317,4.015404072447099,1.1355809649400084
method2,5.0,164.5,633.3317,4.017403994736981,1.1408664383183549
method2,5.0,164.6,633.4317,4.019403917026861,1.1461519116967016
method2,5.0,164.7,633.5317,4.02138287657861,1.1514459098533152
method2,5.0,164.8,633.6317,4.02336183613036,1.15673990800993
method2,5.0,164.9,633.7317,4.025319796741526,1.1620423478017416
method2,5.0,165.0,633.8317,4.027277757352691,1.1673447875935532
method2,5.0,165.1,633.9317,4.029214683150601,1.1726555857242515
method2,5.0,165.2,634.0317,4.03115160894851,1.17796638385495
method2,5.0,165.3,634.1317,4.033067464390904,1.183285456876295
method2,5.0,165.4,634.2317,4.034983319833299,1.1886045298976384
method2,5.0,165.5,634.3317,4.03687806970899,1.193931794210785
method2,5.0,165.6,634.4317,4.038772819584681,1.1992590585239316
method2,5.0,165.7,634.5317,4.0406464290141795,1.204594430380715
method2,5.0,165.8,634.6317,4.04252003844368,1.2099298022375
method2,5.0,165.9,634.7317,4.044372472879836,1.2152731977417865
method2,5.0,166.0,634.8317,4.046224907315991,1.220616593246073
method2,5.0,166.1,634.9317,4.048056132544586,1.2259679283550464
method2,5.0,166.2,635.0317,4.04988735777318,1.23131926346402
method2,5.0,166.3,635.1317,4.05169733991361,1.236678453989525
method2,5.0,166.4,635.2317,4.053507322054039,1.2420376445150285
method2,5.0,166.5,635.3317,4.0552960275598595,1.2474046061248951
method2,5.0,166.6,635.4317,4.057084733065681,1.2527715677347615
method2,5.0,166.7,635.5317,4.058852128725275,1.258146215954105
method2,5.0,166.8,635.6317,4.06061952438487,1.26352086417345
method2,5.0,166.9,635.7317,4.062365577322016,1.2689031143860365
method2,5.0,167.0,635.8317,4.064111630259161,1.2742853645986232
method2,5.0,167.1,635.9317,4.065836307933651,1.2796751320481765
method2,5.0,167.2,636.0317,4.06756098560814,1.28506489949773
method2,5.0,167.3,636.1317,4.069264255816365,1.2904620992892801
method2,5.0,167.4,636.2317,4.070967526024589,1.2958592990808284
method2,5.0,167.5,636.3317,4.072649356900129,1.301263846182035
method2,5.0,167.6,636.4317,4.0743311877756705,1.3066683932832415
method2,5.0,167.7,636.5317,4.07599154778989,1.312080202525735
method2,5.0,167.8,636.6317,4.07765190780411,1.31749201176823
method2,5.0,167.9,636.7317,4.079290765766711,1.3229109978489815
method2,5.0,168.0,636.8317,4.080929623729311,1.3283299839297331
method2,5.0,168.1,636.9317,4.0825469487889405,1.3337560614123516
method2,5.0,168.2,637.0317,4.08416427384857,1.33918213889497
method2,5.0,168.3,637.1317,4.08576003549335,1.344615222211085
method2,5.0,168.4,637.2317,4.087355797138129,1.3500483055271983
method2,5.0,168.5,637.3317,4.08892996519626,1.355488308977805
method2,5.0,168.6,637.4317,4.09050413325439,1.3609283124284115
method2,5.0,168.7,637.5317,4.092056677894655,1.36637515018519
method2,5.0,168.8,637.6317,4.09360922253492,1.37182198794197
method2,5.0,168.9,637.7317,4.0951401142673,1.3772755740486915
method2,5.0,169.0,637.8317,4.0966710059996805,1.382729160155413
method2,5.0,169.1,637.9317,4.098180215675845,1.3881894085292414
method2,5.0,169.2,638.0317,4.09968942535201,1.39364965690307
method2,5.0,169.3,638.1317,4.10117692416589,1.39911648133598
method2,5.0,169.4,638.2317,4.10266442297977,1.4045833057688883
method2,5.0,169.5,638.3317,4.10413018246808,1.41005661992897
method2,5.0,169.6,638.4317,4.10559594195639,1.4155299340890515
method2,5.0,169.7,638.5317,4.10703993399916,1.4210096515218948
method2,5.0,169.8,638.6317,4.10848392604193,1.42648936895474
method2,5.0,169.9,638.7317,4.109906122863046,1.4319754030848166
method2,5.0,170.0,638.8317,4.111328319684161,1.437461437214893
method2,5.0,170.1,638.9317,4.11272869385185,1.4429537013469016
method2,5.0,170.2,639.0317,4.11412906801954,1.44844596547891
method2,5.0,170.3,639.1317,4.1155075924469156,1.453944372799155
method2,5.0,170.4,639.2317,4.11688611687429,1.4594427801193985
method2,5.0,170.5,639.3317,4.118242764819845,1.46494724369717
method2,5.0,170.6,639.4317,4.1195994127654,1.4704517072749415
method2,5.0,170.7,639.5317,4.12093415783352,1.47596214006386
method2,5.0,170.8,639.6317,4.12226890290164,1.48147257285278
method2,5.0,170.9,639.7317,4.123581719043085,1.4869888876922166
method2,5.0,171.0,639.8317,4.124894535184531,1.4925052025316532
method2,5.0,171.1,639.9317,4.126185396696945,1.4980273121480667
method2,5.0,171.2,640.0317,4.12747625820936,1.50354942176448
method2,5.0,171.3,640.1317,4.128745139737735,1.50907723877283
method2,5.0,171.4,640.2317,4.13001402126611,1.5146050557811785
method2,5.0,171.5,640.3317,4.131260897803299,1.5201384926862902
method2,5.0,171.6,640.4317,4.13250777434049,1.5256719295914016
method2,5.0,171.7,640.5317,4.1337326212276455,1.53121089878934
method2,5.0,171.8,640.6317,4.1349574681148,1.53674986798728
method2,5.0,171.9,640.7317,4.13616026104188,1.5422942817667715
method2,5.0,172.0,640.8317,4.1373630539689605,1.547838695546263
method2,5.0,172.1,640.9317,4.13854376897516,1.5533884660900517
method2,5.0,172.2,641.0317,4.13972448398136,1.55893823663384
method2,5.0,172.3,641.1317,4.140883097455595,1.564493276020095
method2,5.0,172.4,641.2317,4.14204171092983,1.5700483154063485
method2,5.0,172.5,641.3317,4.143178199611175,1.575608535610045
method2,5.0,172.6,641.4317,4.14431468829252,1.5811687558137415
method2,5.0,172.7,641.5317,4.145429029270665,1.58673406870807
method2,5.0,172.8,641.6317,4.14654337024881,1.5922993816024
method2,5.0,172.9,641.7317,4.147635540964495,1.5978696989601515
method2,5.0,173.0,641.8317,4.148727711680181,1.603440016317903
method2,5.0,173.1,641.9317,4.14979768992564,1.6090152498128716
method2,5.0,173.2,642.0317,4.1508676681711,1.61459048330784
method2,5.0,173.3,642.1317,4.151915432090495,1.6201705445162249
method2,5.0,173.4,642.2317,4.15296319600989,1.6257506057246085
method2,5.0,173.5,642.3317,4.153988724099715,1.6313354061264151
method2,5.0,173.6,642.4317,4.15501425218954,1.6369202065282216
method2,5.0,173.7,642.5317,4.15601752329907,1.64250965750866
method2,5.0,173.8,642.6317,4.1570207944086,1.6480991084891
method2,5.0,173.9,642.7317,4.15800178774029,1.6536931213400015
method2,5.0,174.0,642.8317,4.158982781071981,1.659287134190903
method2,5.0,174.1,642.9317,4.159941476181871,1.6648856201121165
method2,5.0,174.2,643.0317,4.16090017129176,1.67048410603333
method2,5.0,174.3,643.1317,4.16183654808988,1.6760869761341501
method2,5.0,174.4,643.2317,4.162772924888,1.6816898462349685
method2,5.0,174.5,643.3317,4.16368696363878,1.6872970115355201
method2,5.0,174.6,643.4317,4.16460100238956,1.6929041768360715
method2,5.0,174.7,643.5317,4.16549268371221,1.6985155482687349
method2,5.0,174.8,643.6317,4.16638436503486,1.7041269197014
method2,5.0,174.9,643.7317,4.167253669903755,1.7097424081122465
method2,5.0,175.0,643.8317,4.1681229747726505,1.7153578965230931
method2,5.0,175.1,643.9317,4.168969884517725,1.7209774126732666
method2,5.0,175.2,644.0317,4.1698167942628,1.72659692882344
method2,5.0,175.3,644.1317,4.17064129056989,1.7322203833905898
method2,5.0,175.4,644.2317,4.17146578687698,1.7378438379577383
method2,5.0,175.5,644.3317,4.172267851788245,1.743471141537455
method2,5.0,175.6,644.4317,4.17306991669951,1.7490984451171716
method2,5.0,175.7,644.5317,4.173849532613745,1.7547295082243801
method2,5.0,175.8,644.6317,4.17462914852798,1.76036057133159
method2,5.0,175.9,644.7317,4.175386298201,1.7659953044019865
method2,5.0,176.0,644.8317,4.17614344787402,1.771630037472383
method2,5.0,176.1,644.9317,4.176878114419015,1.7772683508638616
method2,5.0,176.2,645.0317,4.17761278096401,1.78290666425534
method2,5.0,176.3,645.1317,4.17832494785187,1.78854846824942
method2,5.0,176.4,645.2317,4.17903711473973,1.7941902722434984
method2,5.0,176.5,645.3317,4.17972676579941,1.799835477046745
method2,5.0,176.6,645.4317,4.18041641685909,1.8054806818499916
method2,5.0,176.7,645.5317,4.181083536277935,1.81112919759544
method2,5.0,176.8,645.6317,4.18175065569678,1.81677771334089
method2,5.0,176.9,645.7317,4.182395228020845,1.8224294500894966
method2,5.0,177.0,645.8317,4.18303980034491,1.828081186838103
method2,5.0,177.1,645.9317,4.183661810479306,1.8337360545801566
method2,5.0,177.2,646.0317,4.1842838206137,1.83939092232221
method2,5.0,177.3,646.1317,4.1848832538228855,1.845048830978775
method2,5.0,177.4,646.2317,4.18548268703207,1.8507067396353385
method2,5.0,177.5,646.3317,4.18605952894019,1.856367599059685
method2,5.0,177.6,646.4317,4.18663637084831,1.8620284584840316
method2,5.0,177.7,646.5317,4.187190607439476,1.867692178463085
method2,5.0,177.8,646.6317,4.18774484403064,1.87335589844214
method2,5.0,177.9,646.7317,4.188276461649256,1.8790223886978965
method2,5.0,178.0,646.8317,4.18880807926787,1.8846888789536533
method2,5.0,178.1,646.9317,4.18931706461891,1.8903580491446317
method2,5.0,178.2,647.0317,4.18982604996995,1.89602721933561
method2,5.0,178.3,647.1317,4.190312390119245,1.901698979058305
method2,5.0,178.4,647.2317,4.19079873026854,1.9073707387809984
method2,5.0,178.5,647.3317,4.1912624126430895,1.91304499757129
method2,5.0,178.6,647.4317,4.19172609501764,1.9187192563615816
method2,5.0,178.7,647.5317,4.192167107405854,1.92439592369621
method2,5.0,178.8,647.6317,4.19260811979407,1.93007259103084
method2,5.0,178.9,647.7317,4.193026450346065,1.9357515763288267
method2,5.0,179.0,647.8317,4.19344478089806,1.9414305616268133
method2,5.0,179.1,647.9317,4.193840418125911,1.9471117742509165
method2,5.0,179.2,648.0317,4.19423605535376,1.95279298687502
method2,5.0,179.3,648.1317,4.194608988131774,1.95847633613319
method2,5.0,179.4,648.2317,4.19498192090979,1.9641596853913585
method2,5.0,179.5,648.3317,4.19533213847475,1.969845080538165
method2,5.0,179.6,648.4317,4.19568235603971,1.9755304756849716
method2,5.0,179.7,648.5317,4.1960098479911245,1.981217825923065
method2,5.0,179.8,648.6317,4.19633733994254,1.98690517616116
method2,5.0,179.9,648.7317,4.196642096242905,1.9925943906427317
method2,5.0,180.0,648.8317,4.19694685254327,1.9982836051243034
method2,5.0,180.1,648.9317,4.1972288635182755,2.0039745929525066
method2,5.0,180.2,649.0317,4.19751087449328,2.00966558078071
method2,5.0,180.3,649.1317,4.19777013083206,2.015358251011145
method2,5.0,180.4,649.2317,4.19802938717084,2.0210509212415784
method2,5.0,180.5,649.3317,4.1982658799262005,2.0267451828837304
method2,5.0,180.6,649.4317,4.19850237268156,2.032439444525882
method2,5.0,180.7,649.5317,4.19871609327019,2.03813520654456
method2,5.0,180.8,649.6317,4.19892981385882,2.04383096856324
method2,5.0,180.9,649.7317,4.199120754061515,2.049528139880077
method2,5.0,181.0,649.8317,4.19931169426421,2.055225311196913
method2,5.0,181.1,649.9317,4.199479846226065,2.0609238006917616
method2,5.0,181.2,650.0317,4.19964799818792,2.06662229018661
method2,5.0,181.3,650.1317,4.199793354418549,2.072322006699065
method2,5.0,181.4,650.2317,4.19993871064918,2.0780217232115183
method2,5.0,181.5,650.3317,4.20006126402291,2.083722575542315
method2,5.0,181.6,650.4317,4.20018381739664,2.0894234278731116
method2,5.0,181.7,650.5317,4.2002835611526805,2.09512532478563
method2,5.0,181.8,650.6317,4.20038330490872,2.10082722169815
method2,5.0,181.9,650.7317,4.200460232651385,2.1065300719198516
method2,5.0,182.0,650.8317,4.20053716039405,2.112232922141553
method2,5.0,182.1,650.9317,4.200591266092905,2.1179366343654467
method2,5.0,182.2,651.0317,4.20064537179176,2.12364034658934
method2,5.0,182.3,651.1317,4.200676649781805,2.12934482947544
method2,5.0,182.4,651.2317,4.20070792777185,2.1350493123615384
method2,5.0,182.5,651.3317,4.2007163727537,2.140754474538345
method2,5.0,182.6,651.4317,4.20072481773555,2.146459636715152
method2,5.0,182.7,651.5317,4.200710424775575,2.15216538678109
method2,5.0,182.8,651.6317,4.2006960318156,2.15787113684703
method2,5.0,182.9,651.7317,4.2006587963461,2.1635773833719316
method2,5.0,183.0,651.8317,4.2006215608766,2.169283629896833
method2,5.0,183.1,651.9317,4.200561478695935,2.1749902814233866
method2,5.0,183.2,652.0317,4.20050139651527,2.18069693294994
method2,5.0,183.3,652.1317,4.200418463788026,2.18640389799518
method2,5.0,183.4,652.2317,4.20033553106078,2.1921108630404182
method2,5.0,183.5,652.3317,4.20022974431789,2.197818050097175
method2,5.0,183.6,652.4317,4.200123957575,2.2035252371539316
method2,5.0,183.7,652.5317,4.19999531371389,2.209232554692285
method2,5.0,183.8,652.6317,4.19986666985278,2.21493987223064
method2,5.0,183.9,652.7317,4.199715166137479,2.2206472286994168
method2,5.0,184.0,652.8317,4.19956366242218,2.226354585168193
method2,5.0,184.1,652.9317,4.199389296483449,2.2320618889964265
method2,5.0,184.2,653.0317,4.19921493054472,2.23776919282466
method2,5.0,184.3,653.1317,4.19901770038018,2.24347635242304
method2,5.0,184.4,653.2317,4.19882047021564,2.249183512021418
method2,5.0,184.5,653.3317,4.198600374189855,2.25489043578379
method2,5.0,184.6,653.4317,4.19838027816407,2.260597359546162
method2,5.0,184.7,653.5317,4.198137315008665,2.26630395585097
method2,5.0,184.8,653.6317,4.19789435185326,2.27201055215578
method2,5.0,184.9,653.7317,4.19762852066702,2.2777167293675618
method2,5.0,185.0,653.8317,4.19736268948078,2.283422906579343
method2,5.0,185.1,653.9317,4.19707398972973,2.2891285730501716
method2,5.0,185.2,654.0317,4.19678528997868,2.294834239521
method2,5.0,185.3,654.1317,4.196473721496185,2.3005393035920054
method2,5.0,185.4,654.2317,4.19616215301369,2.3062443676630084
method2,5.0,185.5,654.3317,4.195827716000515,2.31194873766579
method2,5.0,185.6,654.4317,4.19549327898734,2.317653107668572
method2,5.0,185.7,654.5317,4.195135974011739,2.323356691926705
method2,5.0,185.8,654.6317,4.19477866903614,2.32906027618484
method2,5.0,185.9,654.7317,4.194398497033925,2.3347629830153567
method2,5.0,186.0,654.8317,4.19401832503171,2.340465689845873
